1,1
1,2
2,37
1,1
1,1
2,34
2,35
2,1
2,33
1,1
1,2
1,9
1,10
2,11
2,32
2,1
2,8
1,2
1,3
1,4
2,7
1,1
1,2
1,3
2,6
1,1
1,2
2,5
1,1
2,1
1,3
1,1
2,2
1,1
1,1
1,2
2,23
1,1
1,2
2,22
1,1
2,21
1,1
2,20
1,2
2,19
2,1
2,18
1,2
2,17
1,1
2,5
2,16
1,1
2,2
2,4
2,15
2,1
1,1
2,2
2,1
1,1
2,11
1,1
1,2
1,3
2,7
2,8
1,10
1,1
1,1
1,8
1,2
1,4
1,7
1,1
1,2
1,1
1,1
1,3
1,1
1,2
1,1
1,1
2,4
2,13
2,39
2,1
2,3
2,1
2,2
2,1
1,1
1,2
2,9
1,2
2,5
1,7
1,1
1,4
1,6
2,2
1,3
1,2
2,1
1,2
2,1
2,2
1,3
2,25
1,26
1,1
2,2
1,1
1,22
1,2
1,4
2,21
1,1
1,2
1,1
2,1
1,2
1,3
1,17
1,1
2,1
1,1
1,14
1,2
2,5
2,7
2,13
1,1
1,2
1,3
1,1
2,2
2,1
2,2
2,1
1,6
1,1
1,3
1,5
1,1
1,2
1,2
1,1
1,3
2,8
1,27
2,28
2,42
2,43
1,1
1,2
1,1
2,1
2,5
1,2
2,4
1,1
1,2
2,1
1,3
2,19
1,2
2,3
2,13
1,16
1,1
1,2
2,1
2,1
1,2
1,10
1,8
1,1
1,3
1,6
2,1
1,2
1,1
2,3
1,2
2,1
1,4
1,1
2,2
2,3
2,14
2,1
2,2
1,1
2,1
2,11
2,1
2,10
1,6
1,9
2,1
1,4
1,5
1,3
1,1
1,2
2,1
1,3
1,2
1,1
1,2
1,1
1,5
1,19
1,1
1,4
1,17
1,18
1,1
1,3
2,16
1,1
1,2
1,15
1,1
2,14
2,1
1,13
1,14
1,1
1,12
1,13
2,1
2,2
1,11
1,1
2,6
1,10
2,1
1,5
1,9
1,4
1,1
1,3
2,1
1,2
1,1
2,1
2,4
2,1
2,3
2,2
2,1
1,1
2,8
1,2
2,6
2,7
2,1
1,2
2,3
2,4
2,5
1,1
2,2
2,3
2,1
1,1
1,2
1,1
2,2
1,3
2,21
2,32
1,2
2,10
2,20
2,8
1,1
2,7
2,1
2,6
1,5
1,1
1,4
1,3
1,1
1,2
1,1
1,10
1,1
1,2
1,9
2,8
1,2
1,3
1,4
1,5
1,7
1,1
1,2
1,1
2,11
2,10
2,9
2,7
2,8
1,1
2,6
2,1
2,4
2,5
2,1
2,2
2,3
2,2
2,1
1,1
1,1
1,3
2,19
2,22
1,2
2,1
2,1
2,16
1,1
2,15
2,1
2,14
2,3
2,13
2,1
2,2
2,1
2,10
2,2
2,9
2,1
1,2
2,7
1,1
2,2
2,6
2,1
1,4
1,1
1,2
1,3
1,1
2,2
2,3
2,1
1,1
2,7
2,18
2,6
2,2
2,5
2,1
1,3
2,1
1,2
1,1
2,10
2,11
2,9
2,1
2,8
1,1
1,3
2,7
2,2
1,1
2,4
2,1
2,2
2,3
2,1
1,2
1,3
2,5
2,9
1,1
1,2
2,3
2,1
2,2
2,6
1,1
1,5
1,2
1,3
1,4
2,1
2,2
2,7
1,1
1,2
2,6
1,1
1,2
2,4
2,1
2,2
2,3
2,1
2,2
2,1
2,2
2,6
2,18
2,1
2,2
2,4
2,16
2,2
2,3
2,5
2,6
2,8
2,9
2,11
2,12
2,14
2,15
2,1
2,2
2,8
2,1
2,4
2,5
2,7
2,3
2,2
1,1
1,2
2,3
2,2
1,1
2,4
2,2
2,3
2,1
1,2
2,7
2,8
1,24
1,1
2,6
1,22
1,23
1,1
1,5
1,6
1,21
1,1
1,2
1,4
1,1
1,1
1,2
2,1
1,1
1,15
1,2
2,14
1,13
1,1
1,8
1,9
1,10
2,12
2,13
1,1
1,7
1,1
1,3
1,6
1,1
1,2
1,5
1,1
1,3
1,2
1,1
1,2
1,1
1,1
1,3
2,7
2,1
2,2
2,5
2,4
2,2
2,3
1,4
2,2
1,1
2,3
2,11
2,16
2,17
2,26
1,27
2,1
2,2
1,1
1,1
1,2
2,8
2,1
1,2
2,4
2,7
2,3
1,1
2,2
2,1
2,3
2,1
2,2
2,1
1,1
1,2
1,5
1,4
1,3
1,1
1,2
1,1
1,1
1,1
1,2
1,9
1,1
1,1
2,7
2,8
2,2
1,6
2,7
1,1
2,4
2,5
1,1
2,2
2,3
2,4
2,1
2,2
2,3
2,15
2,2
2,6
2,13
2,14
1,2
2,4
2,5
2,13
1,1
2,2
2,10
2,11
2,3
2,9
2,2
2,7
1,1
2,6
2,5
2,1
2,4
2,1
2,2
2,3
2,1
2,1
1,2
1,1
1,4
1,5
1,11
2,24
1,1
1,3
1,1
1,2
1,1
2,2
2,6
1,1
1,4
2,1
1,3
1,1
1,2
1,1
2,4
2,12
2,13
2,3
2,1
2,2
2,1
1,8
1,1
2,3
2,7
2,4
2,1
2,2
2,3
2,1
2,26
1,1
1,2
1,6
2,9
1,12
1,24
1,25
1,1
1,4
2,2
1,3
2,2
1,1
1,3
1,1
1,2
2,1
1,1
1,3
1,12
1,2
1,1
1,1
2,9
2,8
1,2
2,7
1,1
1,5
2,1
2,4
1,3
2,1
2,2
1,1
1,1
1,2
2,5
1,11
1,19
1,1
2,2
1,3
2,1
2,2
1,1
1,5
1,6
1,1
2,3
2,1
2,2
1,1
1,2
1,7
1,8
1,2
1,6
1,5
1,1
2,4
2,1
1,3
1,2
2,1
2,2
2,7
1,1
1,2
1,1
1,4
1,5
1,3
1,1
1,2
1,1
1,1
2,6
2,15
2,5
2,1
2,4
1,1
1,3
1,1
1,2
2,1
2,9
2,1
1,3
2,8
1,2
2,3
2,1
1,2
1,1
1,4
2,5
2,1
1,2
2,3
1,2
2,6
1,1
2,2
2,4
2,5
2,1
2,2
1,2
2,17
1,1
1,5
2,6
2,16
1,4
2,15
1,1
2,2
1,3
2,12
2,13
2,14
1,1
2,2
2,11
2,1
2,3
2,4
2,10
2,2
2,1
2,2
1,3
2,2
1,6
1,2
1,4
2,1
1,2
1,1
1,1
1,2
2,1
1,3
2,10
1,2
1,1
1,1
2,6
2,7
2,5
2,2
1,4
1,3
1,2
2,1
1,1
2,22
2,2
2,3
2,20
2,21
1,1
2,7
2,17
2,6
2,1
2,5
2,4
2,2
2,3
1,1
2,10
1,1
1,2
2,3
1,5
1,6
2,9
1,1
1,2
1,3
1,2
1,3
1,4
2,26
2,1
2,3
1,1
2,2
2,1
1,21
2,22
2,1
1,4
1,20
1,3
1,2
1,16
2,1
2,2
1,3
1,15
1,1
1,1
1,4
1,5
2,12
1,1
1,3
1,1
1,2
1,1
1,1
2,7
1,1
1,2
2,6
2,4
1,1
2,3
2,1
2,2
1,1
1,1
2,25
1,1
2,2
1,11
1,12
1,13
1,23
2,24
1,1
1,1
1,9
1,1
2,8
2,7
1,2
1,6
1,1
1,4
1,1
1,3
2,2
2,1
1,2
1,2
1,2
2,10
1,2
2,9
2,1
1,2
1,8
2,6
2,5
2,4
2,1
2,3
2,2
1,2
2,5
2,1
2,2
2,3
2,1
1,1
2,12
2,10
2,11
1,1
2,9
2,1
1,2
2,8
2,2
2,1
2,3
2,6
2,2
1,5
2,1
1,3
1,2
1,1
1,1
1,3
2,29
1,1
1,2
2,1
1,1
2,25
2,26
2,2
2,24
1,1
1,2
2,22
2,1
2,4
2,6
2,7
2,12
2,13
2,14
2,21
1,1
1,2
2,3
2,1
1,2
2,1
1,1
1,5
1,2
1,4
1,3
2,2
1,3
2,1
2,2
2,1
2,1
2,3
2,7
2,2
1,1
2,1
2,4
1,3
1,1
1,2
1,1
1,2
1,7
1,2
1,5
1,6
1,1
2,2
2,3
2,2
1,1
2,15
1,4
2,13
2,14
1,3
2,7
2,8
2,12
1,1
1,2
2,6
1,1
2,5
2,4
1,1
2,3
2,2
2,1
2,4
2,2
2,3
2,1
2,1
1,9
2,39
1,8
1,1
1,2
1,5
1,6
1,7
2,1
2,5
1,3
1,4
1,1
1,2
1,3
1,1
1,2
2,29
2,30
2,5
2,28
2,1
2,2
2,4
2,1
2,1
1,2
1,23
1,2
2,13
2,22
2,1
2,21
1,11
2,20
1,2
2,10
1,1
1,8
1,1
2,3
2,7
2,1
2,2
2,1
1,4
2,1
2,3
1,1
2,2
1,1
1,1
2,9
2,2
2,4
2,8
2,2
2,3
2,2
1,1
1,4
1,3
1,1
1,2
1,1
1,12
1,13
1,14
2,17
2,18
1,2
1,4
1,7
1,9
1,10
1,11
1,3
2,2
1,1
1,2
1,1
1,2
1,1
1,1
2,3
2,1
2,2
1,7
2,15
1,6
1,1
1,5
1,4
2,12
1,1
1,2
1,3
2,10
2,11
1,2
2,9
2,1
2,8
2,7
2,8
1,2
2,6
2,7
1,1
2,2
2,5
2,4
2,3
2,2
1,1
2,1
1,2
2,3
2,4
2,16
2,1
1,1
2,11
2,12
2,10
2,1
1,2
2,3
2,4
2,5
1,6
2,9
2,2
1,1
2,2
2,3
2,2
1,1
1,2
2,32
2,3
1,4
2,31
1,1
1,2
2,26
2,27
2,1
2,24
2,23
2,22
1,4
1,16
2,17
2,21
1,2
1,3
2,1
1,2
1,1
1,2
2,4
2,12
1,1
1,2
2,1
2,1
2,8
2,7
1,1
1,2
2,3
2,6
2,1
2,4
1,1
2,3
2,8
1,2
1,3
1,7
1,1
2,5
1,1
1,2
2,4
2,1
2,2
1,1
1,1
1,1
2,6
2,16
2,5
1,3
2,4
1,2
1,1
2,9
2,10
2,2
2,8
2,3
2,5
2,6
2,7
1,1
2,2
2,1
1,2
1,4
1,1
1,2
1,3
1,1
1,2
1,4
2,7
2,8
1,2
2,3
1,1
2,3
2,4
1,1
2,2
2,1
1,2
1,7
2,33
1,1
1,1
1,2
1,5
1,1
1,1
2,3
2,2
2,1
1,2
1,26
1,1
1,2
1,25
1,24
2,3
1,22
1,23
1,2
1,21
2,1
2,19
1,18
1,1
1,2
2,5
2,6
1,17
1,1
2,4
1,1
2,3
1,4
1,15
2,1
1,2
1,1
1,12
1,1
1,11
1,1
1,5
1,10
2,2
1,4
1,9
1,1
2,2
1,1
1,5
1,4
1,1
2,27
2,28
2,51
2,1
2,26
2,2
2,25
2,1
2,24
1,23
2,21
1,22
2,20
1,1
1,3
1,4
1,5
2,19
2,1
1,2
1,1
1,1
1,2
1,14
1,1
2,1
1,12
1,7
1,11
2,5
2,6
2,4
2,3
2,2
2,1
2,1
1,4
1,3
1,1
1,2
1,1
2,1
2,2
2,23
2,1
2,21
2,1
1,2
1,3
2,19
2,20
1,1
2,16
2,15
1,1
2,14
2,13
1,1
1,2
2,12
2,4
2,10
2,1
2,2
2,3
1,1
1,6
1,1
1,4
1,5
1,1
1,2
1,3
1,1
2,1
1,1
1,2
2,10
2,8
2,9
1,2
2,7
1,5
2,1
1,4
1,1
1,3
1,1
1,2
1,1
2,3
2,15
1,2
2,1
2,7
2,11
2,12
2,1
2,6
2,5
2,1
2,3
2,4
2,2
2,1
2,1
1,2
1,3
1,4
1,2
1,3
2,1
1,2
1,19
1,1
1,2
2,7
1,18
1,1
2,5
2,16
2,1
2,4
2,5
1,6
1,14
1,15
2,2
2,3
2,1
1,2
1,1
1,11
1,2
1,10
1,3
1,8
1,9
1,1
1,2
1,7
1,1
1,6
1,2
1,5
1,1
1,4
2,3
1,2
2,1
1,2
1,4
2,18
1,1
1,2
1,3
2,4
2,17
2,1
1,2
2,3
2,2
2,1
2,14
1,6
2,7
1,13
2,5
2,12
1,1
2,4
1,1
1,2
1,3
1,2
2,1
1,7
1,1
1,2
1,6
1,1
1,4
1,3
2,1
1,2
1,1
2,16
2,26
1,1
2,3
1,5
2,15
1,1
1,2
2,13
1,1
1,2
2,12
1,11
1,2
1,5
1,7
2,8
2,10
2,9
1,3
2,8
1,2
1,1
2,2
2,5
1,1
1,3
2,1
2,2
1,1
1,10
1,1
1,2
2,4
1,9
1,1
2,2
1,1
1,2
1,4
1,5
1,3
1,1
1,2
1,1
1,19
1,22
1,23
1,24
1,36
1,37
1,38
1,4
1,18
1,1
1,3
1,2
2,3
2,14
2,2
2,3
1,13
1,1
2,2
1,5
1,10
2,1
1,3
1,2
1,1
2,5
1,1
2,4
1,2
1,3
2,1
2,2
1,1
1,3
1,2
1,3
1,1
1,2
1,2
1,2
1,3
1,4
1,12
1,2
1,1
1,8
1,2
1,7
1,5
1,2
1,4
1,2
1,2
1,1
1,2
2,1
1,9
2,20
1,2
2,8
1,2
1,6
1,4
1,2
2,11
2,10
1,2
2,8
2,6
2,7
2,2
2,3
2,5
2,2
2,1
2,2
2,2
2,17
1,1
1,2
1,16
1,1
1,2
1,14
1,11
1,12
2,13
1,4
1,5
1,9
2,10
1,3
1,2
1,1
2,4
1,1
2,2
1,3
2,2
2,1
1,1
1,1
1,2
2,4
2,7
1,23
1,24
2,1
2,1
2,2
2,1
1,16
1,4
1,15
1,2
1,3
1,1
1,11
1,1
1,4
1,5
1,10
1,3
2,2
2,1
1,1
1,2
1,5
1,3
1,2
2,1
1,5
2,20
2,1
2,2
2,3
